series,season,number,title,director,writer,air_date,description
I Dream of Jeannie,1,19,Never Try to Outsmart a Jeannie,Herb Wallerstein,Martin A. Ragaway,1966-01-29,"Jeannie wants to accompany Tony on a three-week ocean voyage to Rome. Tony finally consents to let Jeannie go, but if she cannot manage to obtain a legal passport without using her magic she must agree to stay in her bottle on the trip. At the passport office, Jeannie's lack of identity documents forces her to try various schemes to get someone to act as a witness for her. Peter Brocco appears as the Passport Clerk."
I Dream of Jeannie,1,20,"My Master, the Doctor",Hal Cooper,Sidney Sheldon,1966-02-05,"Roger needs an appendectomy. After Tony tells Jeannie of his childhood dream to be a surgeon, she blinks him into a surgeon's getup in Roger's operating room, but before long Dr. Bellows begins to suspect that Tony is posing as the doctor. Jeannie plants herself in the hospital as a nurse, and as Dr. Bellows brings a skeptical Gen. Peterson to the operating room to expose Tony, she helps him escape the unmasking. 

Maureen McCormick appears as a girl patient in the hospital. Peter Leeds appears as a patient who makes unwanted advances towards Jeannie. Jane Dulo appears as a nurse."
I Dream of Jeannie,1,21,Jeannie and the Kidnap Caper,Hal Cooper,Sidney Sheldon,1966-02-12,"Tony feels that Jeannie's magic is making him lazy at home so he makes her promise to say ""Tough luck, Charlie"" if he asks her for help. She agrees and takes an oath so that she can no longer help her master. The promise is ill-timed as Tony immediately is taken captive by deadly Chinese spies who are determined to get the plans for a top-secret project. Jeannie tells Roger what's afoot, who then tells Dr. Bellows. Dr. Bellows doesn't believe the story but plays along. Jeannie saves Tony by having Roger temporarily be her master. 

Guest Stars: James Hong as Chan, Richard Loo as Wong"
I Dream of Jeannie,1,22,How Lucky Can You Get?,Claudio Guzman,Sidney Sheldon,1966-02-19,"Tony and Roger are promoted to the rank of major. They're both sent on Air Force business to the Reno Nevada area, but Tony forbids Jeannie to go along. Seeing an opportunity to exploit Jeannie's powers to win big at gambling, Roger smuggles her in his luggage. At first, Jeannie helps Tony win big on a slot machine. Later, after blinking a long series of winning dice throws at the craps table, Jeannie's unfamiliarity with dice leads her to blink up impossible outcomes. The casino pit bosses see the shenanigans and haul Tony and Roger off.

Guest Stars: Ted de Corsia as Mr. Phillips. Tim Herbert as Croupier."
I Dream of Jeannie,1,23,Watch the Birdie,Hal Cooper,Sidney Sheldon,1966-02-26,"When Jeannie gives her Master a crack golf swing, General Peterson sees it and is so impressed that he recruits Tony as his partner for a game against a longtime rival. Tony has no skill at the game, but believes in true sportsmanship and forbids Jeannie to help. After the first disastrous holes in the rival game, Roger retrieves Jeannie, who digs Tony out of his very deep hole.
Golf pro Jerry Barber appears as himself.

Guest Stars: Ray Teal as Admiral Tugwell. Herbert Anderson appears as Commander Davis."
I Dream of Jeannie,1,24,The Permanent House Guest,Hal Cooper,Sidney Sheldon,1966-03-05,"Disappointed that Tony never wishes for anything more exciting than bacon and eggs, Jeannie blinks an elephant into his bedroom, which Dr. Bellows immediately encounters. Dr. Bellows rushes to bring General Peterson back to show him and verify his stories about Tony, but it's gone by the time they arrive. Bellows, now determined to discover what's behind the inexplicable occurrences surrounding Tony—and to prove his own sanity—makes himself Tony's roommate to observe him up close. During the night Jeannie gets Dr. Bellows freaked out by playing a series of tricks on him and he flees.

Guest Stars: Jack Davis as Commander Hastings. Kate Murtagh as Agnes."
I Dream of Jeannie,1,25,Bigger Than a Bread Box and Better Than a Genie,Claudio Guzman,Sidney Sheldon,1966-03-12,"Tony is unimpressed by Roger's description of Madame Zolta, a self-proclaimed clairvoyant fortune teller who has gained Roger's confidence. Tony pretends to be skeptical when he meets her, but then to be taken in. Upon leaving the meeting, he agrees to attend a seance the Madame arranges. In the mean time Tony easily proves to Roger that the Madame is a phony. At the seance, Jeannie helps Tony expose her con. 

Col. Chuck Yeager guest stars, as well as Jorja Curtright (a.k.a. Mrs. Sidney Sheldon) and Natalie Leeb, Sidney's mother."
I Dream of Jeannie,1,26,"My Master, the Great Rembrandt",Claudio Guzman,Sidney Sheldon,1966-03-19,"Jeannie is eager for Tony's painting to do well at a charity auction, so turns his attempt at a Rembrandt copy into the real thing. Recognizing its authenticity, two art critics, Dr. Van Weesen (Jonathan Hole) and Dean Geller (Booth Colman), try to outbid each other for Tony's painting. After consulting with the experts, Dr. Bellows explains to Tony how he must be guilty of either conspiracy or theft, not to mention grand larceny. He then flies in the top Rembrandt expert in the world to verify the critics' claims but Jeannie stands in instead.

Note: Filming date: January 11, 1966[2]"
I Dream of Jeannie,1,27,"My Master, the Thief",Claudio Guzman,Teleplay bySidney SheldonStory bySidney Sheldon & Robert Kaufman,1966-04-02,"Jeannie removes a pair of slippers from a museum that she recognizes as her own—but from 2,000 years earlier. Tony is on a short list of theft suspects, having been in the museum just before the theft. Dr. Bellows is sure Tony is the culprit but, as usual, his attempt to expose Tony in front of Gen. Peterson backfires. Tony explains to Jeannie that she must return the slippers or he's headed for a turn in jail. She refuses at first, but later assists Tony without his knowing as he and Roger break into the museum to get the slippers back in place."
I Dream of Jeannie,1,28,This Is Murder,Hal Cooper,Sidney Sheldon,1966-04-09,"Tony is ordered to escort the visiting Princess Tarji (Gila Golan) around Cocoa Beach, but the assignment turns into a royal pain when Jeannie recognizes the princess as a member of a royal family who are sworn enemies of her own; she explains to Tony that she's taken an oath to kill anyone from the family. To protect the princess, Tony pretends to want a list of extravagant things (like a pineapple farm in Alaska) that he hopes will take Jeannie the duration of the visit to blink up. But Jeannie comes back sooner than expected and finds the Princess at Tony's house, and the fireworks commence. 

Vic Tayback appears as Turhan, the Princess's secretary."
I Dream of Jeannie,1,29,"My Master, the Magician",Hal Cooper,Sidney Sheldon,1966-04-23,"Dr. Bellows walks in on Tony floating in his armchair after Jeannie had levitated it to make him more comfortable. Tony explains that he's an amateur magician but Dr. Bellows is incredulous and forces Tony to prove his claim by performing in a NASA show for the personnel. Bellows brings in a famous magician to watch and explain how Tony levitates, and threatens Tony that if he doesn't levitate as he'd done at home, he'll haul Tony in front of Gen. Peterson and pin him down on what he's up to. With no magician skills, Tony flounders on stage but Jeannie helps him at the last minute, despite having promised not to."
I Dream of Jeannie,1,30,I'll Never Forget What's Her Name,Hal Cooper,Sidney Sheldon,1966-05-07,"Tony gets amnesia—but only related to Jeannie—after being struck on the head by a falling vase, and becomes instantly infatuated with Jeannie on seeing her. Jeannie encourages Tony's affection but each time Roger tries to explain to Tony what's happened, she blinks him to a distant, inhospitable place. Jeannie allows the relationship to progress but her conscience gets the better of her as Tony arranges their wedding. A second knock to Tony's head undoes the first."
I Dream of Jeannie,2,1,Happy Anniversary,Claudio Guzman,Sidney Sheldon,1966-09-12,"To celebrate the first anniversary of their meeting, Jeannie arranges for Tony's orbital flight to splash down on the same desert island he'd found her on. Her plan is for Tony to re-enact his finding her bottle and letting her out. But this time Tony finds a bottle containing The Evil Blue Djinn (Michael Ansara), who was responsible for imprisoning Jeannie in her bottle 2,000 years earlier. Rather than being grateful for being liberated from his bottle, The Blue Djinn wants to kill his liberator. Tony finds Jeannie's bottle before The Blue Djinn can do away with him, and she blinks them both back to Cocoa Beach, but the Djinn follows. Tony tricks the Djinn several times before Jeannie manages to get rid of him.

Note:  Barbara Eden was married to Michael Ansara at the time this episode aired."
I Dream of Jeannie,2,2,Always on Sunday,Hal Cooper,Sidney Sheldon,1966-09-19,"Determined to give her Master a well-deserved rest, Jeannie makes it so that every day is Sunday. But Tony is displeased, and Jeannie fears nothing she does is right. She leaves, believing she can never please Tony, but neglects to turn the calendar back on. Tony apologizes in hopes that she can hear him wherever she may be. Dr. Bellows overhears Tony's apology speech to Jeannie's bottle and wants an explanation. Tony is so despondent he promises to explain all to Dr. Bellows, but Jeannie returns in time to help Tony recast his promise."
I Dream of Jeannie,2,3,"My Master, the Rich Tycoon",Claudio Guzman,Sidney Sheldon,1966-09-26,"Jeannie aims to impress an unfamiliar house visitor by blinking up a few world-class artworks after he impugns Tony's taste in furnishings. But the visitor is Harry Huggins (Paul Lynde), an IRS man, who now believes he's uncovered a tax evader. Huggins jumps to conclusions, and when he finds Dr. Bellows, claims Tony is an international smuggler. They both pay a visit to Tony, but this time Dr. Bellows gets to watch someone else be the butt of a Nelson mystery as Jeannie peeps in on the visit and converts the art pieces to funny fakes.  
Maurice Dallimore (uncredited) appears as ""Professor Preever"", an art expert.

Note: Filming Date: June 15, 1966[3]"
I Dream of Jeannie,2,4,"My Master, the Rainmaker",Claudio Guzman,Sidney Sheldon,1966-10-03,"The rain is ruining Tony and Jeannie's picnic plans so she plays with the weather and shows Tony she can even make it snow. To Tony's chagrin the snow falls only on his house, as the visiting Dr. Bellows soon discovers. Now Dr. Bellows believes Tony can change the weather at will. He spreads the word and a Sgt. Ben Roberts (Steve Ihnat) asks Tony if he might do something to end the drought at his brother's farm. Jeannie overhears, and before leaving for a visit with her family, tries to do a good deed by making it rain on the farm. Unfortunately she ""leaves the water running"" and the region is flooded."
